event_id,asset_id,mitre_technique,severity,detected_at,source
evt-0014285,asset-0014,T1003,Medium,2026-05-08T22:45:59,endpoint
evt-0014286,asset-0014,T1078,Low,2025-12-09T23:02:25,proxy
evt-0014287,asset-0014,T1087,Low,2026-04-28T23:34:41,endpoint
evt-0014288,asset-0014,T1499,High,2026-03-15T03:07:51,firewall
evt-0014289,asset-0014,T1190,High,2026-03-21T19:34:07,proxy
evt-0014290,asset-0014,T1087,Low,2026-03-10T13:09:30,proxy
evt-0014291,asset-0014,T1078,Low,2025-11-20T16:36:04,proxy
evt-0014292,asset-0014,T1003,High,2026-03-22T16:09:03,auth
evt-0014293,asset-0014,T1499,Medium,2026-03-10T17:33:16,endpoint
evt-0014294,asset-0014,T1020,High,2026-02-15T10:58:54,proxy
evt-0014295,asset-0014,T1087,Low,2026-05-07T08:21:24,ids
evt-0014296,asset-0014,T1499,High,2026-04-09T05:15:04,endpoint
evt-0014297,asset-0014,T1499,High,2025-12-27T10:21:40,endpoint
evt-0014298,asset-0014,T1005,Low,2025-11-22T05:01:27,
evt-0014299,asset-0014,T1190,Low,2026-02-18T06:44:13,endpoint
evt-0014300,asset-0014,T1566,Medium,2026-01-28T18:14:27,auth
evt-0014301,asset-0014,T1046,Low,2026-02-02T00:29:57,proxy
evt-0014302,asset-0014,T1190,Critical,2026-05-02T05:24:20,proxy
evt-0014303,asset-0014,T1552,High,2026-05-05T16:11:47,proxy
evt-0014304,asset-0014,T1078,Medium,2026-05-14T03:44:12,proxy
evt-0014305,asset-0014,T1078,Low,2026-05-17T15:41:40,proxy
evt-0014306,asset-0014,T1567,High,2026-01-11T11:29:33,proxy
evt-0014307,asset-0014,T1005,Low,2026-03-05T18:00:39,ids
evt-0014308,asset-0014,T1499,High,2025-11-24T07:20:57,ids
evt-0014309,asset-0014,T1210,Low,2026-01-02T16:08:22,auth
evt-0014310,asset-0014,T1190,High,2026-05-04T18:43:55,endpoint
evt-0014311,asset-0014,T1087,Low,2026-02-21T12:56:36,firewall
evt-0014312,asset-0014,T1499,Medium,2026-03-31T08:43:14,firewall
evt-0014313,asset-0014,T1110,High,2026-01-26T14:36:42,endpoint
evt-0014314,asset-0014,T1078,Low,2026-04-17T01:09:17,firewall
evt-0014315,asset-0014,T1020,High,2026-01-18T00:03:29,proxy
evt-0014316,asset-0014,T1005,Low,2026-05-07T04:54:29,ids
evt-0014317,asset-0014,T1499,High,2026-02-08T00:07:17,ids
evt-0014318,asset-0014,T1595,Low,2026-04-20T10:14:22,firewall
evt-0014319,asset-0014,T1005,Low,2025-11-06T15:56:30,ids
evt-0014320,asset-0014,T1005,Medium,2026-04-13T22:21:28,firewall
evt-0014321,asset-0014,T1190,Critical,2026-03-15T17:22:22,ids
evt-0014322,asset-0014,T1204,High,2026-01-07T01:02:26,
evt-0014323,asset-0014,T1498,Medium,2026-01-22T19:13:45,proxy
evt-0014324,asset-0014,T1110,High,2026-03-31T23:19:33,auth
evt-0014325,asset-0014,T1078,Low,2026-01-15T01:46:48,ids
evt-0014326,asset-0014,T1005,Low,2026-05-30T10:04:54,proxy
evt-0014327,asset-0014,T1005,Low,2026-03-23T06:37:55,firewall
evt-0014328,asset-0014,T1204,Medium,2026-02-24T19:20:33,auth
evt-0014329,asset-0014,T1046,Medium,2025-11-24T17:32:26,firewall
evt-0014330,asset-0014,T1005,Low,2026-01-30T15:00:32,auth
evt-0014331,asset-0014,T1210,Medium,2025-12-10T09:10:49,proxy
evt-0014332,asset-0014,T1595,Low,2026-03-10T20:25:04,endpoint
evt-0014333,asset-0014,T1087,Low,2025-12-21T07:15:42,auth
evt-0014334,asset-0014,T1552,Medium,2026-02-11T03:51:44,firewall
evt-0014335,asset-0014,T1078,Low,2026-05-17T16:19:17,endpoint
evt-0014336,asset-0014,T1210,Medium,2026-02-20T21:32:46,auth
evt-0014337,asset-0014,T1087,Low,2025-12-12T14:52:16,auth
evt-0014338,asset-0014,T1041,High,2026-05-12T05:31:39,proxy
evt-0014339,asset-0014,T1046,Low,2026-02-18T00:27:56,auth
evt-0014340,asset-0014,T1005,Low,2026-03-15T15:34:51,firewall
evt-0014341,asset-0014,T1078,Low,2026-02-12T07:27:24,proxy
evt-0014342,asset-0014,T1499,Medium,2025-12-02T09:30:21,endpoint
evt-0014343,asset-0014,T1005,Low,2025-11-12T21:02:55,firewall
evt-0014344,asset-0014,T1498,Low,2025-11-20T23:53:41,endpoint
evt-0014345,asset-0014,T1078,Low,2026-04-28T11:51:10,proxy
evt-0014346,asset-0014,T1003,High,2025-12-17T00:30:19,endpoint
evt-0014347,asset-0014,T1204,Medium,2026-02-26T14:57:01,auth
evt-0014348,asset-0014,T1204,Medium,2026-03-02T08:49:23,firewall
evt-0014349,asset-0014,T1204,Medium,2026-02-12T06:37:11,endpoint
evt-0014350,asset-0014,T1490,Critical,2026-04-22T09:02:51,proxy
evt-0014351,asset-0014,T1498,High,2026-01-17T10:10:48,proxy
evt-0014352,asset-0014,T1087,Low,2026-04-26T00:43:58,firewall
evt-0014353,asset-0014,T1078,Low,2025-12-09T22:52:12,firewall
evt-0014354,asset-0014,T1005,Low,2026-02-11T16:38:21,firewall
evt-0014355,asset-0014,T1046,Low,2026-04-08T07:11:46,firewall
evt-0014356,asset-0014,T1087,Low,2025-12-31T23:03:37,endpoint
evt-0014357,asset-0014,T1078,Low,2026-04-10T05:22:09,proxy
evt-0014358,asset-0014,T1087,Low,2026-01-09T17:11:35,endpoint
evt-0014359,asset-0014,T1078,Low,2026-02-15T03:29:24,proxy
evt-0014360,asset-0014,T1087,Low,2026-03-25T06:08:12,firewall
evt-0014361,asset-0014,T1087,Low,2026-01-10T20:47:04,proxy
evt-0014362,asset-0014,T1567,Medium,2025-12-13T23:44:46,endpoint
evt-0014363,asset-0014,T1046,Low,2026-02-08T08:38:02,auth
evt-0014364,asset-0014,T1190,Low,2026-03-12T18:06:24,proxy
evt-0014365,asset-0014,T1190,Low,2026-03-25T03:45:48,firewall
evt-0014366,asset-0014,T1499,Medium,2025-11-12T16:48:21,ids
evt-0014367,asset-0014,T1552,Medium,2026-01-24T11:12:19,ids
evt-0014368,asset-0014,T1567,Critical,2026-05-24T02:15:46,endpoint
evt-0014369,asset-0014,T1078,Low,2026-03-24T05:44:16,auth
evt-0014370,asset-0014,T1005,Low,2025-11-16T16:22:09,auth
evt-0014371,asset-0014,T1078,Low,2026-04-19T19:07:43,proxy
evt-0014372,asset-0014,T1110,Medium,2026-02-07T10:44:49,ids
evt-0014373,asset-0014,T1078,Low,2025-12-22T21:58:28,proxy
evt-0014374,asset-0014,T1041,Medium,2026-04-14T17:46:07,proxy
evt-0014375,asset-0014,T1005,Low,2026-04-21T18:49:26,endpoint
evt-0014376,asset-0014,T1087,Low,2026-03-08T14:39:06,proxy
evt-0014377,asset-0014,T1003,Critical,2026-01-05T16:20:56,firewall
evt-0014378,asset-0014,T1499,Medium,2026-05-13T12:30:07,auth
evt-0014379,asset-0014,T1567,Medium,2026-05-15T21:10:43,ids
evt-0014380,asset-0014,T1005,Low,2026-03-23T06:03:13,firewall
evt-0014381,asset-0014,T1078,Low,2026-05-06T12:41:36,auth
evt-0014382,asset-0014,T1204,Medium,2026-04-12T07:50:20,
evt-0014383,asset-0014,T1005,Low,2026-03-27T16:11:33,ids
evt-0014384,asset-0014,T1498,Critical,2025-12-22T00:11:11,endpoint
evt-0014385,asset-0014,T1204,Medium,2026-04-03T19:05:49,auth
evt-0014386,asset-0014,T1499,High,2026-03-12T04:46:32,firewall
evt-0014387,asset-0014,T1041,High,2026-04-06T11:56:14,ids
evt-0014388,asset-0014,T1078,Low,2026-03-16T16:57:08,proxy
evt-0014389,asset-0014,T1592,Low,2025-11-12T00:58:29,endpoint
evt-0014390,asset-0014,T1078,Low,2026-04-26T10:33:43,endpoint
evt-0014391,asset-0014,T1489,Critical,2026-02-23T19:57:11,firewall
evt-0014392,asset-0014,T1566,Critical,2026-05-30T06:09:38,auth
evt-0014393,asset-0014,T1020,High,2026-03-31T12:27:50,firewall
evt-0014394,asset-0014,T1210,High,2026-01-25T13:51:50,proxy
evt-0014395,asset-0014,T1489,High,2026-05-19T02:08:01,auth
evt-0014396,asset-0014,T1003,High,2026-05-15T09:14:38,auth
evt-0014397,asset-0014,T1592,Low,2026-05-05T10:00:24,proxy
evt-0014398,asset-0014,T1190,Medium,2026-01-14T19:46:38,firewall
evt-0014399,asset-0014,T1210,High,2026-04-15T16:29:11,firewall
evt-0014400,asset-0014,T1190,Medium,2025-11-12T04:46:49,
evt-0014401,asset-0014,T1489,High,2026-03-22T19:37:18,proxy
evt-0014402,asset-0014,T1005,Low,2026-01-07T20:54:46,proxy
evt-0014403,asset-0014,T1078,Low,2025-12-19T08:12:16,proxy
evt-0014404,asset-0014,T1552,Medium,2026-01-15T21:39:41,firewall
evt-0014405,asset-0014,T1204,Medium,2026-02-20T23:34:14,endpoint
evt-0014406,asset-0014,T1087,Low,2026-05-06T14:18:10,ids
evt-0014407,asset-0014,T1190,Medium,2026-04-02T07:52:42,auth
evt-0014408,asset-0014,T1499,Low,2026-05-14T11:11:04,firewall
evt-0014409,asset-0014,T1489,,2025-12-14T06:37:32,endpoint
evt-0014410,asset-0014,T1087,Low,2026-01-26T23:26:02,auth
evt-0014411,asset-0014,T1087,Low,2025-11-05T19:58:17,ids
evt-0014412,asset-0014,T1078,Low,2026-04-20T18:48:01,
evt-0014413,asset-0014,T1003,High,2026-04-11T07:07:31,endpoint
evt-0014414,asset-0014,T1110,,2026-04-08T14:51:53,auth
evt-0014415,asset-0014,T1498,Medium,2026-05-09T04:02:04,endpoint
evt-0014416,asset-0014,T1041,High,2026-04-12T00:08:08,auth
evt-0014417,asset-0014,T1078,Low,2025-12-12T00:23:08,
evt-0014418,asset-0014,T1204,Medium,2025-12-29T12:21:13,ids
evt-0014419,asset-0014,T1005,Low,2026-04-14T04:42:30,firewall
evt-0014420,asset-0014,T1087,Low,2026-01-19T22:33:59,ids
evt-0014421,asset-0014,T1566,Medium,2025-11-14T10:56:04,firewall
evt-0014422,asset-0014,T1566,Medium,2025-11-01T13:40:40,proxy
evt-0014423,asset-0014,T1046,Medium,2026-02-11T19:57:23,firewall
evt-0014424,asset-0014,T1078,Low,2026-04-28T02:31:32,endpoint
evt-0014425,asset-0014,T1486,High,2026-04-16T09:26:03,firewall
evt-0014426,asset-0014,T1003,Medium,2025-12-28T10:28:57,auth
evt-0014427,asset-0014,T1566,Medium,2026-05-20T20:27:42,firewall
evt-0014428,asset-0014,T1486,Low,2026-04-19T02:23:54,auth
evt-0014429,asset-0014,T1078,Low,2025-12-04T17:11:38,firewall
evt-0014430,asset-0014,T1041,High,2025-12-12T20:20:22,auth
evt-0014431,asset-0014,T1566,High,2025-11-30T20:32:16,firewall
evt-0014432,asset-0014,T1567,High,2025-11-14T16:23:05,proxy
evt-0014433,asset-0014,T1490,Critical,2026-01-29T11:34:18,firewall
evt-0014434,asset-0014,T1078,Low,2026-02-04T14:23:17,endpoint
evt-0014435,asset-0014,T1046,Medium,2025-12-13T05:57:00,proxy
evt-0014436,asset-0014,T1489,High,2026-03-23T15:01:34,auth
evt-0014437,asset-0014,T1078,Low,2025-11-18T01:56:49,ids
evt-0014438,asset-0014,T1499,Medium,2026-05-04T14:07:25,ids
evt-0014439,asset-0014,T1489,Critical,2026-03-26T17:58:47,firewall
evt-0014440,asset-0014,T1190,Medium,2026-04-26T06:46:59,auth
evt-0014441,asset-0014,T1595,Low,2025-11-29T22:30:14,auth
evt-0014442,asset-0014,T1552,Medium,2026-03-22T04:33:52,ids
evt-0014443,asset-0014,T1078,Low,2026-04-24T14:29:10,
evt-0014444,asset-0014,T1499,Critical,2026-03-15T16:12:57,endpoint
evt-0014445,asset-0014,T1595,Low,2025-11-17T22:11:33,proxy
evt-0014446,asset-0014,T1087,Low,2025-11-28T16:30:08,auth
evt-0014447,asset-0014,T1005,Low,2026-03-10T07:35:40,proxy
evt-0014448,asset-0014,T1005,Low,2025-12-28T12:39:42,firewall
evt-0014449,asset-0014,T1087,Low,2026-04-29T04:06:55,ids
evt-0014450,asset-0014,T1592,Low,2025-11-05T13:31:22,firewall
evt-0014451,asset-0014,T1087,Low,2026-01-18T22:44:43,auth
evt-0014452,asset-0014,T1499,High,2026-02-21T18:49:58,proxy
evt-0014453,asset-0014,T1003,Medium,2025-11-24T04:46:37,auth
evt-0014454,asset-0014,T1499,Critical,2026-04-18T22:30:34,ids
evt-0014455,asset-0014,T1005,Low,2026-04-27T03:32:09,proxy
evt-0014456,asset-0014,T1005,Low,2026-02-08T03:51:56,ids
evt-0014457,asset-0014,T1005,Medium,2025-12-05T12:52:37,firewall
evt-0014458,asset-0014,T1595,Low,2025-12-09T09:55:46,firewall
evt-0014459,asset-0014,T1567,Critical,2026-02-01T15:27:24,firewall
evt-0014460,asset-0014,T1592,Low,2026-03-07T20:01:21,auth
evt-0014461,asset-0014,T1190,Medium,2026-02-04T15:01:51,auth
evt-0014462,asset-0014,T1190,Low,2026-01-03T22:08:19,auth
evt-0014463,asset-0014,T1078,Low,2026-01-03T22:10:22,ids
evt-0014464,asset-0014,T1486,Critical,2025-11-14T10:48:03,auth
evt-0014465,asset-0014,T1046,Low,2026-01-20T07:22:50,auth
evt-0014466,asset-0014,T1087,Low,2026-04-08T00:48:57,firewall
evt-0014467,asset-0014,T1204,High,2026-05-30T15:26:57,endpoint
evt-0014468,asset-0014,T1592,Low,2026-02-14T04:00:44,auth
evt-0014469,asset-0014,T1041,Medium,2026-05-11T13:29:59,ids
evt-0014470,asset-0014,T1190,Medium,2026-01-13T07:22:17,firewall
evt-0014471,asset-0014,T1078,Low,2026-04-26T13:04:32,endpoint
evt-0014472,asset-0014,T1005,Low,2025-11-15T04:22:57,ids
evt-0014473,asset-0014,T1204,High,2026-01-05T11:27:45,
evt-0014474,asset-0014,T1087,Low,2026-05-18T13:00:33,auth
evt-0014475,asset-0014,T1046,,2026-04-29T11:18:35,ids
evt-0014476,asset-0014,T1005,Medium,2026-02-03T09:06:13,ids
evt-0014477,asset-0014,T1078,Low,2026-04-18T23:35:45,firewall
evt-0014478,asset-0014,T1592,Low,2026-01-29T02:09:14,ids
evt-0014479,asset-0014,T1499,Medium,2026-05-14T06:14:39,endpoint
evt-0014480,asset-0014,T1498,Medium,2026-03-19T09:04:14,proxy
evt-0014481,asset-0014,T1595,Low,2025-12-04T04:32:11,endpoint
evt-0014482,asset-0014,T1566,Medium,2026-05-21T18:35:11,firewall
evt-0014483,asset-0014,T1005,Low,2026-02-15T23:54:14,proxy
evt-0014484,asset-0014,T1078,Low,2026-05-06T17:40:09,endpoint
evt-0014485,asset-0014,T1078,Medium,2026-04-18T20:10:47,ids
evt-0014486,asset-0014,T1190,Medium,2025-11-01T13:52:07,proxy
evt-0014487,asset-0014,T1592,Low,2026-02-14T19:02:16,proxy
evt-0014488,asset-0014,T1078,Low,2026-03-11T07:26:53,proxy
evt-0014489,asset-0014,T1005,Low,2025-12-24T22:53:02,auth
evt-0014490,asset-0014,T1498,Medium,2026-03-12T11:07:24,ids
evt-0014491,asset-0014,T1046,Low,2025-12-21T17:20:49,firewall
evt-0014492,asset-0014,T1005,Low,2025-12-01T07:45:07,firewall
evt-0014493,asset-0014,T1498,High,2026-04-30T17:17:38,auth
evt-0014494,asset-0014,T1046,Low,2026-05-28T05:46:18,auth
evt-0014495,asset-0014,T1110,Critical,2026-05-26T11:08:49,endpoint
evt-0014496,asset-0014,T1078,Low,2026-01-03T15:55:43,endpoint
evt-0014497,asset-0014,T1566,Medium,2026-04-20T12:18:28,ids
evt-0014498,asset-0014,T1498,Medium,2025-12-16T07:06:52,endpoint
evt-0014499,asset-0014,T1078,Low,2025-12-15T10:05:17,endpoint
evt-0014500,asset-0014,T1592,Low,2026-04-23T09:37:55,firewall
evt-0014501,asset-0014,T1078,Low,2026-02-24T01:56:49,ids
evt-0014502,asset-0014,T1210,Medium,2026-05-08T14:13:43,ids
evt-0014503,asset-0014,T1595,Low,2025-12-03T03:42:59,endpoint
evt-0014504,asset-0014,T1078,Low,2025-12-20T02:39:41,endpoint
evt-0014505,asset-0014,T1204,Low,2025-12-24T02:50:06,endpoint
evt-0014506,asset-0014,T1498,Medium,2025-11-19T13:19:44,auth
evt-0014507,asset-0014,T1005,Low,2025-11-24T11:05:28,ids
evt-0014508,asset-0014,T1110,High,2025-12-15T08:26:43,proxy
evt-0014509,asset-0014,T1087,Low,2026-01-31T02:37:47,proxy
evt-0014510,asset-0014,T1087,Low,2026-05-27T14:44:34,firewall
evt-0014511,asset-0014,T1592,Low,2026-03-18T22:19:37,auth
evt-0014512,asset-0014,T1204,Medium,2026-03-25T08:11:11,proxy
evt-0014513,asset-0014,T1486,Critical,2025-11-29T12:50:37,firewall
evt-0014514,asset-0014,T1078,Low,2025-11-30T14:07:03,firewall
evt-0014515,asset-0014,T1486,Medium,2025-11-07T10:10:33,ids
evt-0014516,asset-0014,T1005,Medium,2025-11-08T12:48:18,endpoint
evt-0014517,asset-0014,T1087,Low,2026-04-03T21:16:07,endpoint
evt-0014518,asset-0014,T1110,High,2026-02-15T00:11:21,
evt-0014519,asset-0014,T1087,Low,2026-01-19T16:09:00,ids
evt-0014520,asset-0014,T1204,High,2026-04-03T09:58:30,ids
evt-0014521,asset-0014,T1020,Medium,2026-05-26T00:12:37,
evt-0014522,asset-0014,T1041,Medium,2025-11-17T02:18:48,endpoint
evt-0014523,asset-0014,T1003,High,2025-12-05T23:12:50,auth
evt-0014524,asset-0014,T1489,Critical,2026-04-28T11:28:35,auth
evt-0014525,asset-0014,T1078,Low,2025-12-04T00:17:26,proxy
evt-0014526,asset-0014,T1498,Critical,2026-04-27T08:27:23,ids
evt-0014527,asset-0014,T1003,High,2026-01-05T14:31:53,proxy
evt-0014528,asset-0014,T1041,High,2026-02-10T02:25:49,firewall
evt-0014529,asset-0014,T1078,High,2025-11-15T14:22:25,ids
evt-0014530,asset-0014,T1490,Critical,2026-01-18T11:55:20,proxy
evt-0014531,asset-0014,T1005,Low,2026-02-01T13:39:22,ids
evt-0014532,asset-0014,T1567,Critical,2025-11-18T14:51:31,proxy
evt-0014533,asset-0014,T1204,Low,2026-05-09T01:51:23,
evt-0014534,asset-0014,T1078,Low,2026-05-20T15:14:08,endpoint
evt-0014535,asset-0014,T1566,Medium,2026-01-13T14:42:45,firewall
evt-0014536,asset-0014,T1005,Low,2025-11-01T19:58:48,ids
evt-0014537,asset-0014,T1210,Medium,2025-11-05T04:14:48,firewall
evt-0014538,asset-0014,T1595,Low,2026-03-28T12:00:09,firewall
evt-0014539,asset-0014,T1020,Critical,2026-04-14T17:50:01,endpoint
evt-0014540,asset-0014,T1592,Low,2026-03-18T18:09:27,endpoint
evt-0014541,asset-0014,T1498,Medium,2025-11-21T04:19:17,auth
evt-0014542,asset-0014,T1498,High,2026-04-15T21:00:56,auth
evt-0014543,asset-0014,T1490,Medium,2026-03-17T22:59:54,ids
evt-0014544,asset-0014,T1499,High,2026-03-27T20:28:54,ids
evt-0014545,asset-0014,T1190,High,2026-02-14T04:53:58,endpoint
evt-0014546,asset-0014,T1046,Low,2026-02-16T16:33:11,ids
evt-0014547,asset-0014,T1003,Low,2026-04-30T10:33:31,ids
evt-0014548,asset-0014,T1087,Low,2026-01-13T21:54:49,endpoint
evt-0014549,asset-0014,T1003,Medium,2025-11-28T12:54:52,ids
evt-0014550,asset-0014,T1499,Medium,2026-01-29T14:10:38,ids
evt-0014551,asset-0014,T1499,High,2025-12-12T01:57:19,ids
evt-0014552,asset-0014,T1078,Low,2026-05-17T21:10:28,endpoint
evt-0014553,asset-0014,T1078,Low,2025-11-03T13:36:14,firewall
evt-0014554,asset-0014,T1592,Low,2026-01-15T17:52:04,endpoint
evt-0014555,asset-0014,T1567,Medium,2026-04-16T15:43:15,proxy
evt-0014556,asset-0014,T1567,High,2026-05-21T21:11:14,proxy
evt-0014557,asset-0014,T1567,High,2026-05-16T04:29:10,proxy
evt-0014558,asset-0014,T1204,Low,2025-11-11T13:35:18,endpoint
evt-0014559,asset-0014,T1078,Low,2026-03-14T10:09:03,
evt-0014560,asset-0014,T1210,Medium,2026-03-08T03:51:21,proxy
evt-0014561,asset-0014,T1498,High,2026-05-31T23:36:12,auth
evt-0014562,asset-0014,T1078,Low,2026-02-19T21:53:57,proxy
evt-0014563,asset-0014,T1552,High,2026-01-15T13:05:27,firewall
evt-0014564,asset-0014,T1078,,2026-04-10T18:23:51,auth
evt-0014565,asset-0014,T1078,Low,2026-02-22T11:26:22,firewall
evt-0014566,asset-0014,T1005,Low,2026-01-31T11:33:11,endpoint
evt-0014567,asset-0014,T1087,Low,2026-04-12T12:30:21,ids
evt-0014568,asset-0014,T1210,Medium,2025-12-01T11:39:45,firewall
evt-0014569,asset-0014,T1078,Low,2026-02-22T18:28:40,endpoint
evt-0014570,asset-0014,T1087,Low,2025-12-23T00:29:01,auth
evt-0014571,asset-0014,T1567,Critical,2026-03-22T08:05:38,firewall
evt-0014572,asset-0014,T1489,Critical,2026-01-15T06:19:10,firewall
evt-0014573,asset-0014,T1003,Medium,2026-03-19T09:37:43,endpoint
evt-0014574,asset-0014,T1078,Low,2026-04-18T00:24:34,endpoint
evt-0014575,asset-0014,T1499,High,2025-12-18T19:26:07,ids
evt-0014576,asset-0014,T1078,Low,2026-04-10T11:05:16,endpoint
evt-0014577,asset-0014,T1078,Low,2025-12-05T04:24:29,ids
evt-0014578,asset-0014,T1566,High,2025-12-27T01:35:09,firewall
evt-0014579,asset-0014,T1020,High,2026-02-23T01:50:01,endpoint
evt-0014580,asset-0014,T1210,Medium,2025-11-14T12:01:25,firewall
evt-0014581,asset-0014,T1046,Low,2026-03-15T15:20:47,firewall
evt-0014582,asset-0014,T1087,Low,2025-11-07T07:08:06,proxy
evt-0014583,asset-0014,T1078,Low,2026-01-19T05:16:01,endpoint
evt-0014584,asset-0014,T1020,Medium,2026-04-13T03:06:28,firewall
evt-0014585,asset-0014,T1499,Critical,2026-03-31T17:50:24,firewall
evt-0014586,asset-0014,T1204,Medium,2026-05-23T04:08:33,firewall
evt-0014587,asset-0014,T1552,Critical,2026-04-27T02:41:08,endpoint
evt-0014588,asset-0014,T1592,Low,2025-11-25T11:26:16,proxy
evt-0014589,asset-0014,T1210,High,2025-12-24T13:48:27,ids
evt-0014590,asset-0014,T1489,High,2026-03-29T20:46:56,auth
evt-0014591,asset-0014,T1552,Medium,2026-03-02T10:45:13,endpoint
evt-0014592,asset-0014,T1204,Medium,2025-12-17T03:34:50,ids
evt-0014593,asset-0014,T1046,Low,2025-11-08T10:19:32,endpoint
evt-0014594,asset-0014,T1552,High,2026-01-25T12:15:11,auth
evt-0014595,asset-0014,T1078,Low,2025-11-24T18:18:02,endpoint
evt-0014596,asset-0014,T1078,Low,2026-03-13T12:21:21,auth
evt-0014597,asset-0014,T1005,Low,2026-02-11T17:49:44,endpoint
evt-0014598,asset-0014,T1499,Medium,2026-04-23T06:15:25,endpoint
evt-0014599,asset-0014,T1005,Low,2025-12-14T06:56:12,firewall
evt-0014600,asset-0014,T1005,Low,2026-05-24T19:12:25,endpoint
evt-0014601,asset-0014,T1005,Low,2026-02-23T18:00:53,firewall
evt-0014602,asset-0014,T1204,Medium,2025-11-30T10:18:21,ids
evt-0014603,asset-0014,T1087,Low,2025-11-03T09:59:09,endpoint
evt-0014604,asset-0014,T1566,Low,2026-01-05T00:33:56,auth
evt-0014605,asset-0014,T1489,High,2026-05-05T17:36:59,endpoint
evt-0014606,asset-0014,T1592,Low,2025-12-28T02:22:05,ids
evt-0014607,asset-0014,T1490,Critical,2025-12-21T02:19:26,firewall
evt-0014608,asset-0014,T1046,Low,2026-04-09T14:39:07,endpoint
evt-0014609,asset-0014,T1592,Medium,2026-01-05T13:11:23,proxy
evt-0014610,asset-0014,T1486,Critical,2026-02-12T03:29:39,endpoint
evt-0014611,asset-0014,T1078,Low,2026-03-13T11:07:48,auth
evt-0014612,asset-0014,T1005,Low,2025-12-13T12:03:39,ids
evt-0014613,asset-0014,T1078,Low,2025-11-07T10:33:36,ids
evt-0014614,asset-0014,T1595,Low,2026-01-12T19:28:03,endpoint
evt-0014615,asset-0014,T1003,Medium,2025-12-26T05:55:09,firewall
evt-0014616,asset-0014,T1046,,2026-02-05T17:03:38,
evt-0014617,asset-0014,T1595,Medium,2026-04-22T12:56:06,auth
evt-0014618,asset-0014,T1592,Low,2025-11-09T00:38:24,endpoint
evt-0014619,asset-0014,T1003,Medium,2025-12-14T23:46:20,ids
evt-0014620,asset-0014,T1005,Low,2026-04-23T19:09:39,endpoint
evt-0014621,asset-0014,T1566,Medium,2026-02-03T19:14:15,ids
evt-0014622,asset-0014,T1005,Low,2026-05-25T23:25:32,proxy
evt-0014623,asset-0014,T1498,High,2026-04-24T12:38:35,ids
evt-0014624,asset-0014,T1078,Low,2025-11-30T03:17:27,ids
evt-0014625,asset-0014,T1087,Low,2026-03-16T15:51:20,ids
evt-0014626,asset-0014,T1204,Medium,2026-05-25T04:52:28,endpoint
evt-0014627,asset-0014,T1087,Low,2026-01-07T12:47:52,proxy
evt-0014628,asset-0014,T1592,Low,2026-04-14T19:55:42,ids
evt-0014629,asset-0014,T1210,Medium,2025-12-14T13:09:30,endpoint
evt-0014630,asset-0014,T1078,Low,2026-04-10T21:44:16,firewall
evt-0014631,asset-0014,T1499,High,2026-01-03T00:50:17,firewall
evt-0014632,asset-0014,T1592,Low,2025-12-28T20:27:36,endpoint
evt-0014633,asset-0014,T1078,Low,2025-11-21T21:04:58,proxy
evt-0014634,asset-0014,T1204,Medium,2025-11-28T19:47:48,firewall
evt-0014635,asset-0014,T1592,Low,2026-04-29T08:33:25,endpoint
evt-0014636,asset-0014,T1087,Low,2025-12-12T05:10:52,ids
evt-0014637,asset-0014,T1552,High,2026-02-06T04:01:30,ids
evt-0014638,asset-0014,T1204,,2026-01-06T20:09:09,proxy
evt-0014639,asset-0014,T1110,Medium,2026-05-29T20:05:03,auth
evt-0014640,asset-0014,T1078,Low,2026-01-18T03:23:49,endpoint
evt-0014641,asset-0014,T1005,Low,2025-11-12T09:59:55,firewall
evt-0014642,asset-0014,T1078,Low,2026-05-30T05:42:18,endpoint
evt-0014643,asset-0014,T1595,Low,2026-01-02T16:57:10,auth
evt-0014644,asset-0014,T1005,Low,2026-01-20T00:25:48,ids
evt-0014645,asset-0014,T1592,Low,2025-12-09T22:00:56,endpoint
evt-0014646,asset-0014,T1204,Medium,2026-05-19T01:42:14,firewall
evt-0014647,asset-0014,T1005,Low,2026-02-06T03:41:38,auth
evt-0014648,asset-0014,T1486,High,2026-03-04T20:54:32,endpoint
evt-0014649,asset-0014,T1087,Low,2026-01-24T18:57:08,endpoint
evt-0014650,asset-0014,T1499,Medium,2026-01-23T12:45:07,auth
evt-0014651,asset-0014,T1046,Low,2026-01-08T16:30:08,auth
evt-0014652,asset-0014,T1490,Critical,2025-12-26T21:06:36,proxy
evt-0014653,asset-0014,T1078,Medium,2025-12-25T23:11:00,auth
evt-0014654,asset-0014,T1078,Low,2026-03-24T12:09:12,endpoint
evt-0014655,asset-0014,T1190,Critical,2025-12-31T13:26:14,firewall
evt-0014656,asset-0014,T1566,Medium,2026-04-10T09:51:02,proxy
evt-0014657,asset-0014,T1595,Low,2025-12-30T04:57:12,endpoint
evt-0014658,asset-0014,T1020,High,2026-03-31T09:56:59,auth
evt-0014659,asset-0014,T1005,Low,2026-05-28T21:50:28,auth
evt-0014660,asset-0014,T1041,High,2025-12-05T01:04:22,auth
evt-0014661,asset-0014,T1087,Low,2025-12-24T21:53:23,firewall
evt-0014662,asset-0014,T1046,Medium,2026-02-24T05:46:22,proxy
