incident_id,company_id,date,sector,company_size,employees,attack_type,severity,security_maturity_score,records_exposed,downtime_hours,financial_loss_eur
inc-000555,ORG-0457,2025-05-24,Énergie,PME,19,phishing,minor,32,7,5.2,6637
inc-000556,ORG-0458,2024-05-04,Finance,PME,68,credential_theft,moderate,56,,12.6,79184
inc-000557,ORG-0459,2024-12-28,Santé,PME,131,misconfiguration,minor,48,8,4.3,20016
inc-000558,ORG-0460,2024-02-18,Santé,PME,170,phishing,minor,56,5,2.8,7178
inc-000559,ORG-0461,2024-07-06,Retail,ETI,1505,ddos,minor,36,0,12.0,39962
inc-000560,ORG-0462,2023-08-18,Tech/SaaS,GE,47180,credential_theft,major,66,848,9.4,669392
inc-000561,ORG-0463,2022-07-07,Industrie,ETI,286,credential_theft,major,51,738,14.4,545933
inc-000562,ORG-0426,2024-10-05,Retail,ETI,2262,ransomware,major,38,395,,838613
inc-000563,ORG-0464,2025-11-23,Public,ETI,1048,phishing,minor,47,25,10.6,15184
inc-000564,ORG-0465,2022-05-06,Industrie,PME,12,insider_error,minor,58,43,1.6,19815
inc-000565,ORG-0466,2024-05-23,Retail,PME,20,ddos,minor,47,0,22.5,15436
inc-000566,ORG-0467,2024-11-10,Tech/SaaS,PME,56,credential_theft,minor,42,9,1.6,7133
inc-000567,ORG-0468,2024-05-12,Tech/SaaS,PME,175,supply_chain,minor,19,31,21.9,18923
inc-000568,ORG-0469,2023-05-31,Finance,PME,30,supply_chain,minor,59,48,19.2,14214
inc-000569,ORG-0470,2022-06-23,Tech/SaaS,ETI,471,phishing,minor,57,12,6.0,10069
inc-000570,ORG-0471,2022-04-09,Santé,ETI,1764,credential_theft,minor,40,32,3.1,32675
inc-000571,ORG-0472,2022-10-15,Retail,PME,58,misconfiguration,moderate,45,35,3.2,58074
inc-000572,ORG-0473,2024-04-19,Tech/SaaS,PME,71,ransomware,moderate,25,20,52.1,51484
inc-000573,ORG-0474,2023-07-23,Tech/SaaS,PME,23,ddos,minor,37,0,30.2,5705
inc-000574,ORG-0475,2023-03-11,Industrie,PME,211,phishing,minor,43,16,8.6,22256
inc-000575,ORG-0476,2024-09-30,Retail,ETI,554,supply_chain,minor,40,55,40.4,31156
inc-000576,ORG-0252,2022-04-29,Santé,ETI,4311,data_breach,major,61,2975,9.5,527317
inc-000577,ORG-0477,2023-11-08,Tech/SaaS,PME,24,ransomware,major,33,247,91.2,509641
inc-000578,ORG-0478,2025-03-07,Énergie,ETI,737,credential_theft,minor,50,34,9.8,40240
inc-000579,ORG-0479,2024-07-04,Retail,PME,68,data_breach,major,43,9014,2.9,836888
inc-000580,ORG-0480,2022-03-08,Santé,PME,33,ransomware,major,46,202,14.2,320716
inc-000581,ORG-0481,2022-11-30,Tech/SaaS,PME,68,data_breach,moderate,29,573,3.9,127459
inc-000582,ORG-0482,2024-09-08,Finance,GE,18061,phishing,moderate,67,69,2.8,117598
inc-000583,ORG-0483,2023-10-13,Santé,ETI,1209,insider_error,minor,53,19,2.1,25613
inc-000584,ORG-0484,2022-09-01,Retail,PME,225,ddos,minor,45,0,11.1,22203
inc-000585,ORG-0485,2024-12-23,Retail,PME,75,ransomware,major,34,89,88.2,367405
inc-000586,ORG-0486,2024-07-21,Retail,GE,23204,misconfiguration,minor,67,17,2.5,31627
inc-000587,ORG-0487,2024-12-25,Santé,ETI,2473,phishing,minor,73,16,2.1,29984
inc-000588,ORG-0299,2024-10-23,Finance,ETI,255,credential_theft,minor,65,38,19.3,18567
inc-000589,ORG-0488,2025-05-07,Industrie,ETI,771,ddos,minor,44,0,17.8,20208
inc-000590,ORG-0489,2023-05-12,Finance,ETI,1271,misconfiguration,moderate,54,85,6.9,82364
inc-000591,ORG-0336,2024-01-25,Retail,PME,19,data_breach,severe,32,6479,4.8,1873106
inc-000592,ORG-0490,2023-10-07,Retail,ETI,644,ransomware,major,53,105,84.2,359294
inc-000593,ORG-0491,2022-11-07,Finance,ETI,4151,misconfiguration,minor,61,10,11.2,23197
inc-000594,ORG-0492,2024-03-30,Retail,PME,22,misconfiguration,minor,38,7,3.3,10855
inc-000595,ORG-0493,2025-02-11,Finance,PME,34,ddos,minor,51,0,,39414
inc-000596,ORG-0494,2023-12-29,Énergie,ETI,323,ddos,minor,48,0,18.3,5269
inc-000597,ORG-0495,2023-06-13,Industrie,PME,69,credential_theft,minor,46,22,3.8,14064
inc-000598,ORG-0496,2022-12-14,Tech/SaaS,PME,216,data_breach,moderate,40,715,6.1,115979
inc-000599,ORG-0301,2022-06-29,Retail,PME,206,data_breach,minor,39,186,21.3,39445
inc-000600,ORG-0497,2024-09-09,Retail,ETI,2046,ransomware,severe,39,712,30.3,2459853
inc-000601,ORG-0498,2025-03-24,Retail,ETI,2618,data_breach,major,54,1257,7.1,303477
inc-000602,ORG-0381,2025-02-18,Retail,ETI,503,credential_theft,minor,61,64,2.2,29250
inc-000603,ORG-0499,2024-03-17,Public,PME,11,insider_error,minor,22,7,6.3,8289
inc-000604,ORG-0500,2022-03-11,Industrie,PME,157,data_breach,moderate,38,287,13.0,99105
inc-000605,ORG-0501,2024-11-16,Énergie,GE,10860,data_breach,catastrophic,73,17852,8.4,6006941
inc-000606,ORG-0502,2023-07-13,Retail,PME,26,credential_theft,minor,31,95,6.0,29099
inc-000607,ORG-0503,2023-04-25,Énergie,PME,35,data_breach,major,48,2496,5.9,575378
inc-000608,ORG-0504,2025-08-03,Industrie,PME,48,data_breach,minor,25,75,,17734
inc-000609,ORG-0505,2023-04-16,Santé,PME,89,phishing,minor,59,22,5.2,35096
inc-000610,ORG-0506,2025-10-26,Énergie,PME,25,ddos,minor,52,0,,8645
inc-000611,ORG-0507,2023-02-21,Énergie,PME,147,phishing,minor,40,20,1.7,34052
inc-000612,ORG-0263,2022-09-30,Retail,ETI,560,phishing,minor,34,4,,9574
inc-000613,ORG-0508,2024-11-25,Retail,PME,18,data_breach,severe,31,12265,,1499557
inc-000614,ORG-0509,2023-09-19,Industrie,PME,21,ransomware,major,44,352,47.8,682976
inc-000615,ORG-0510,2025-10-31,Santé,ETI,314,misconfiguration,minor,50,17,5.7,35453
inc-000616,ORG-0503,2023-01-07,Énergie,PME,35,phishing,severe,48,724,,1014602
inc-000617,ORG-0392,2025-06-04,Tech/SaaS,ETI,1467,credential_theft,catastrophic,38,30520,14.3,6292154
inc-000618,ORG-0128,2025-12-19,Tech/SaaS,PME,109,phishing,minor,30,13,10.9,14022
inc-000619,ORG-0107,2025-12-12,Retail,ETI,3623,credential_theft,major,53,1380,8.9,945703
inc-000620,ORG-0511,2024-04-08,Finance,PME,16,ddos,minor,37,0,6.1,14790
inc-000621,ORG-0512,2025-04-28,Santé,ETI,1323,credential_theft,moderate,62,96,,51598
inc-000622,ORG-0247,2024-12-10,Tech/SaaS,PME,27,ddos,major,41,0,3.0,472896
inc-000623,ORG-0513,2025-05-01,Retail,ETI,3123,ransomware,minor,39,38,45.3,42496
inc-000624,ORG-0514,2023-10-10,Tech/SaaS,PME,241,phishing,minor,43,6,3.1,13474
inc-000625,ORG-0515,2022-10-11,Finance,ETI,3442,ransomware,major,50,268,51.7,514747
inc-000626,ORG-0516,2024-08-27,Tech/SaaS,PME,35,ransomware,minor,44,15,42.8,33576
inc-000627,ORG-0517,2023-09-13,Finance,PME,12,supply_chain,minor,50,72,60.5,26456
inc-000628,ORG-0122,2025-09-05,Santé,GE,23745,ransomware,major,55,258,33.3,886115
inc-000629,ORG-0518,2023-05-11,Finance,PME,67,phishing,moderate,75,78,3.1,75536
inc-000630,ORG-0519,2025-03-14,Public,ETI,340,ransomware,minor,42,10,41.7,33774
inc-000631,ORG-0520,2022-04-27,Énergie,ETI,315,phishing,moderate,32,103,2.5,72516
inc-000632,ORG-0521,2022-09-12,Énergie,PME,30,phishing,minor,44,53,2.4,-1
inc-000633,ORG-0522,2024-02-14,Finance,PME,17,ransomware,minor,37,2,117.0,5975
inc-000634,ORG-0523,2024-09-10,Finance,PME,198,phishing,minor,45,11,2.9,20526
inc-000635,ORG-0524,2024-10-22,Santé,ETI,1888,ddos,minor,65,0,7.4,16731
inc-000636,ORG-0525,2025-08-25,Public,ETI,320,phishing,minor,74,11,2.6,17125
inc-000637,ORG-0526,2024-03-10,Santé,ETI,1200,data_breach,catastrophic,72,12844,22.6,3110907
inc-000638,ORG-0527,2022-06-28,Public,PME,14,ddos,minor,45,0,6.9,20051
inc-000639,ORG-0528,2024-06-10,Industrie,PME,180,insider_error,minor,48,16,4.6,24535
inc-000640,ORG-0529,2025-11-30,Public,ETI,2822,misconfiguration,moderate,35,101,4.5,145340
inc-000641,ORG-0328,2025-04-14,Santé,ETI,426,data_breach,minor,57,144,7.4,22659
inc-000642,ORG-0176,2023-02-27,Retail,PME,26,ddos,moderate,49,0,15.1,58830
inc-000643,ORG-0530,2023-02-05,Tech/SaaS,PME,179,misconfiguration,moderate,44,25,6.8,66305
inc-000644,ORG-0531,2023-03-26,Retail,PME,150,ransomware,severe,37,747,78.4,2563515
inc-000645,ORG-0532,2023-10-17,Énergie,PME,96,insider_error,minor,52,10,3.8,5463
inc-000646,ORG-0079,2022-11-30,Public,PME,24,phishing,minor,37,17,2.3,19139
inc-000647,ORG-0242,2023-06-28,Industrie,PME,163,misconfiguration,moderate,47,54,3.1,99935
inc-000648,ORG-0533,2024-08-10,Retail,ETI,773,phishing,major,38,219,2.3,328874
inc-000649,ORG-0534,2024-07-11,Retail,PME,71,phishing,moderate,57,55,1.6,52205
inc-000650,ORG-0535,2022-10-24,Santé,ETI,450,credential_theft,major,67,1072,2.9,533706
inc-000651,ORG-0536,2022-08-01,Tech/SaaS,PME,49,phishing,minor,19,15,3.2,7044
inc-000652,ORG-0537,2025-10-31,Tech/SaaS,PME,77,credential_theft,minor,44,37,4.8,17144
inc-000653,ORG-0538,2023-10-20,Retail,ETI,260,phishing,moderate,52,34,4.0,51275
inc-000654,ORG-0539,2022-07-16,Finance,ETI,292,credential_theft,minor,51,38,11.5,25890
inc-000655,ORG-0232,2024-09-25,Santé,PME,20,insider_error,major,41,806,3.0,734580
inc-000656,ORG-0540,2022-02-23,Industrie,PME,140,phishing,minor,25,29,2.4,18357
inc-000657,ORG-0541,2024-03-05,Santé,PME,38,data_breach,severe,42,6808,6.7,1327871
inc-000658,ORG-0542,2023-03-10,Finance,GE,6618,credential_theft,severe,86,1628,11.9,1615755
inc-000659,ORG-0543,2024-06-14,Tech/SaaS,ETI,2178,ddos,minor,56,0,6.5,44432
inc-000660,ORG-0544,2024-01-11,Retail,ETI,1367,data_breach,catastrophic,48,88803,13.5,8003888
inc-000661,ORG-0545,2023-06-04,Tech/SaaS,ETI,2318,phishing,moderate,49,87,7.3,96841
inc-000662,ORG-0546,2024-03-22,Finance,PME,101,credential_theft,moderate,53,164,10.5,121261
inc-000663,ORG-0547,2024-11-19,Finance,PME,38,phishing,minor,54,9,1.7,19294
inc-000664,ORG-0507,2025-08-11,Énergie,PME,147,phishing,minor,40,50,7.8,29386
inc-000665,ORG-0548,2024-09-19,Public,ETI,317,ddos,minor,38,0,6.0,12642
inc-000666,ORG-0549,2023-10-31,Tech/SaaS,GE,6958,phishing,moderate,55,66,6.1,60919
inc-000667,ORG-0550,2024-01-20,Finance,GE,5847,ddos,catastrophic,63,0,11.8,3660092
inc-000668,ORG-0551,2024-01-18,Finance,ETI,315,phishing,minor,50,25,5.2,36775
inc-000669,ORG-0552,2025-08-18,Tech/SaaS,PME,22,data_breach,major,32,6757,10.6,782548
inc-000670,ORG-0553,2025-05-20,Finance,PME,32,misconfiguration,severe,42,915,,1213846
inc-000671,ORG-0179,2025-04-27,Industrie,PME,203,supply_chain,minor,47,37,21.1,23630
inc-000672,ORG-0554,2024-09-30,Santé,ETI,2531,ddos,catastrophic,66,0,6.8,4792532
inc-000673,ORG-0555,2024-02-12,Santé,ETI,3270,ransomware,moderate,36,42,96.4,108559
inc-000674,ORG-0500,2022-03-24,Industrie,PME,157,credential_theft,minor,38,12,3.4,12835
inc-000675,ORG-0454,2025-10-26,Retail,ETI,661,ddos,minor,50,,5.9,46824
inc-000676,ORG-0556,2025-05-04,Énergie,ETI,2239,data_breach,severe,50,5846,28.7,1109796
inc-000677,ORG-0432,2023-09-30,Énergie,ETI,796,supply_chain,catastrophic,48,19030,79.5,5541280
inc-000678,ORG-0065,2024-08-17,Santé,PME,10,phishing,moderate,40,,1.9,60772
inc-000679,ORG-0557,2023-10-08,Industrie,PME,15,misconfiguration,minor,37,6,22.0,9022
inc-000680,ORG-0558,2022-11-03,Finance,PME,125,ddos,minor,47,0,20.1,13193
inc-000681,ORG-0559,2024-06-19,Ã‰nergie,PME,176,ddos,minor,47,0,13.9,32008
inc-000682,ORG-0560,2024-08-27,Énergie,ETI,490,phishing,moderate,56,89,2.6,51060
inc-000683,ORG-0561,2022-09-02,Énergie,GE,9479,ransomware,major,65,247,30.2,712354
inc-000684,ORG-0562,2024-10-24,Retail,PME,33,credential_theft,major,41,1402,8.3,871665
inc-000685,ORG-0563,2023-07-31,Santé,PME,135,credential_theft,moderate,38,565,12.1,218221
inc-000686,ORG-0564,2023-03-30,Public,GE,32418,data_breach,catastrophic,70,14512,14.7,4917022
inc-000687,ORG-0565,2022-05-12,Retail,PME,149,ddos,minor,38,0,8.3,8768
inc-000688,ORG-0566,2025-01-12,Santé,PME,40,ransomware,minor,66,12,63.4,31593
inc-000689,ORG-0567,2022-01-03,Santé,ETI,1672,data_breach,moderate,69,149,7.4,55871
inc-000690,ORG-0568,2023-01-30,Tech/SaaS,PME,170,data_breach,severe,41,13029,5.8,2422046
inc-000691,ORG-0569,2024-07-12,Retail,ETI,2901,ransomware,moderate,52,52,80.8,148307
inc-000692,ORG-0570,2025-11-17,Industrie,PME,88,data_breach,minor,37,76,9.1,14665
inc-000693,ORG-0571,2022-12-21,Industrie,PME,25,credential_theft,minor,55,8,3.7,3973
inc-000694,ORG-0145,2025-01-09,Retail,ETI,4560,credential_theft,catastrophic,56,4897,9.4,5300146
inc-000695,ORG-0572,2024-07-25,Finance,PME,43,data_breach,severe,47,6520,16.7,1123428
inc-000696,ORG-0573,2022-08-27,Retail,PME,241,ransomware,minor,42,9,24.4,19676
inc-000697,ORG-0574,2025-07-12,Public,PME,15,phishing,minor,38,5,4.6,12978
inc-000698,ORG-0119,2024-06-04,Santé,PME,245,phishing,minor,45,4,5.7,6418
inc-000699,ORG-0461,2025-12-28,Retail,ETI,1505,data_breach,catastrophic,36,25553,9.7,5184913
inc-000700,ORG-0575,2022-10-04,Industrie,PME,24,phishing,major,36,389,5.6,347745
inc-000701,ORG-0576,2022-09-21,Énergie,GE,13560,ddos,moderate,74,0,9.0,67838
inc-000702,ORG-0577,2022-11-17,Public,PME,17,data_breach,minor,44,49,7.6,6832
inc-000703,ORG-0395,2023-12-23,Santé,PME,57,data_breach,catastrophic,55,29817,10.8,5580236
inc-000704,ORG-0578,2023-12-15,Tech/SaaS,PME,16,phishing,moderate,44,77,5.0,78161
inc-000705,ORG-0318,2023-02-02,Public,GE,64561,credential_theft,severe,66,1848,20.5,1384392
inc-000706,ORG-0579,2023-05-19,Retail,ETI,462,credential_theft,minor,51,60,6.4,36361
inc-000707,ORG-0580,2023-02-22,Santé,ETI,2161,ransomware,severe,48,552,46.7,1908681
inc-000708,ORG-0308,2023-01-08,Industrie,ETI,252,insider_error,minor,60,8,4.6,3302
inc-000709,ORG-0138,2023-07-17,Énergie,ETI,329,phishing,minor,52,19,,8836
inc-000710,ORG-0581,2025-06-18,Public,ETI,938,ransomware,severe,40,782,30.7,1675429
inc-000711,ORG-0582,2022-02-04,Industrie,PME,58,credential_theft,minor,49,18,3.5,15009
inc-000712,ORG-0583,2024-06-14,Retail,GE,41612,insider_error,moderate,56,72,2.1,61922
inc-000713,ORG-0319,2023-07-17,Public,PME,248,ransomware,severe,50,272,83.3,1420445
inc-000714,ORG-0584,2024-04-09,Public,ETI,267,misconfiguration,moderate,52,33,6.3,86941
inc-000715,ORG-0585,2023-05-25,Tech/SaaS,ETI,348,insider_error,minor,47,6,1.7,5846
inc-000716,ORG-0208,2024-06-16,Finance,ETI,1329,supply_chain,moderate,60,169,32.0,68715
inc-000717,ORG-0586,2024-11-27,Tech/SaaS,ETI,603,phishing,minor,41,4,4.6,3245
inc-000718,ORG-0587,2024-08-02,Retail,PME,53,credential_theft,minor,42,13,2.3,15236
inc-000719,ORG-0588,2025-02-24,Industrie,PME,93,ransomware,moderate,54,54,34.1,143558
inc-000720,ORG-0589,2023-05-22,Tech/SaaS,PME,34,phishing,moderate,27,46,,57184
inc-000721,ORG-0590,2022-10-23,Santé,PME,102,phishing,minor,49,11,3.1,11842
inc-000722,ORG-0591,2025-09-07,Finance,PME,61,misconfiguration,minor,56,2,2.7,3284
inc-000723,ORG-0161,2023-06-23,Tech/SaaS,PME,53,ransomware,minor,52,8,92.2,23582
inc-000724,ORG-0592,2023-08-09,Énergie,ETI,1013,phishing,moderate,48,164,4.9,125170
inc-000725,ORG-0593,2023-11-26,Tech/SaaS,PME,172,phishing,moderate,37,111,2.1,117458
inc-000726,ORG-0594,2025-03-21,Public,ETI,1089,ransomware,minor,50,10,156.9,26168
inc-000727,ORG-0595,2024-09-18,Santé,ETI,3663,ransomware,major,61,200,23.4,336464
inc-000728,ORG-0596,2023-12-31,Tech/SaaS,PME,28,ransomware,minor,42,7,71.4,12470
inc-000729,ORG-0597,2022-09-14,Santé,ETI,4774,phishing,minor,65,60,3.9,49028
inc-000730,ORG-0598,2022-07-08,Santé,PME,77,data_breach,minor,27,25,12.1,3530
inc-000731,ORG-0599,2024-08-29,Tech/SaaS,PME,58,phishing,minor,41,10,5.5,21360
inc-000732,ORG-0600,2024-12-01,Tech/SaaS,PME,43,ransomware,minor,47,2,80.7,8363
inc-000733,ORG-0601,2025-01-14,Public,ETI,1436,supply_chain,major,52,1487,26.1,441999
inc-000734,ORG-0262,2023-05-06,Énergie,PME,52,ransomware,minor,59,5,17.4,10942
inc-000735,ORG-0397,2023-01-21,Tech/SaaS,ETI,613,misconfiguration,moderate,50,107,6.4,201469
inc-000736,ORG-0602,2022-08-04,Santé,PME,16,credential_theft,moderate,43,523,10.3,158265
inc-000737,ORG-0603,2025-10-17,Finance,ETI,1702,ransomware,minor,57,20,113.0,35728
inc-000738,ORG-0381,2025-07-08,Retail,ETI,503,credential_theft,moderate,61,75,10.7,61893
inc-000739,ORG-0604,2025-09-28,Tech/SaaS,PME,123,data_breach,minor,47,107,8.2,17580
inc-000740,ORG-0605,2025-08-30,Finance,GE,10237,misconfiguration,severe,62,3793,4.0,2152665
inc-000741,ORG-0606,2025-09-18,Retail,PME,113,credential_theft,minor,52,14,13.1,15612
inc-000742,ORG-0607,2024-12-03,Retail,PME,99,supply_chain,minor,41,21,14.3,14376
inc-000743,ORG-0608,2022-08-25,Santé,PME,111,ransomware,major,53,181,121.2,589578
inc-000744,ORG-0421,2022-11-11,Retail,PME,43,misconfiguration,minor,51,22,5.6,37227
inc-000745,ORG-0609,2024-04-01,Santé,PME,210,data_breach,severe,43,11917,4.4,2988173
inc-000746,ORG-0610,2025-01-12,Santé,ETI,717,phishing,minor,45,56,1.5,47053
inc-000747,ORG-0611,2022-05-18,Retail,ETI,259,data_breach,severe,38,9201,6.1,1142911
inc-000748,ORG-0612,2024-03-05,Tech/SaaS,PME,12,insider_error,minor,41,,2.1,7423
inc-000749,ORG-0613,2024-10-23,Tech/SaaS,ETI,1098,phishing,minor,40,,4.2,22830
inc-000750,ORG-0614,2022-07-01,Public,ETI,285,ransomware,minor,48,14,64.7,36352
inc-000751,ORG-0615,2025-09-29,Retail,PME,79,ddos,minor,29,0,5.0,20774
inc-000752,ORG-0616,2023-01-09,Finance,ETI,572,misconfiguration,minor,56,9,5.1,8184
inc-000753,ORG-0617,2025-12-14,Industrie,GE,46420,misconfiguration,minor,58,28,3.7,34539
inc-000754,ORG-0122,2023-09-03,Santé,GE,23745,misconfiguration,moderate,55,72,2.1,67448
inc-000755,ORG-0506,2025-12-10,Énergie,PME,25,credential_theft,minor,52,22,3.3,12605
inc-000756,ORG-0033,2025-09-30,Tech/SaaS,PME,106,credential_theft,minor,47,40,2.1,27270
inc-000757,ORG-0618,2022-05-15,Énergie,ETI,485,ransomware,severe,57,484,15.4,1780292
inc-000758,ORG-0413,2023-07-20,SantÃ©,ETI,4161,ddos,minor,52,0,23.9,43390
inc-000759,ORG-0619,2022-05-29,Retail,PME,25,misconfiguration,minor,37,8,2.4,14555
inc-000760,ORG-0620,2025-08-18,Industrie,GE,26652,insider_error,moderate,56,54,4.4,50651
inc-000761,ORG-0621,2023-03-23,Tech/SaaS,GE,27480,ransomware,major,65,203,56.9,357192
inc-000762,ORG-0622,2024-08-22,Santé,PME,29,data_breach,minor,51,83,9.5,26459
inc-000763,ORG-0623,2023-06-03,Finance,PME,67,insider_error,minor,56,12,1.9,15180
inc-000764,ORG-0274,2022-05-04,Santé,PME,24,phishing,minor,35,10,,9733
inc-000765,ORG-0624,2025-12-03,Retail,GE,32573,ddos,severe,68,0,35.8,2005017
inc-000766,ORG-0625,2023-01-19,SantÃ©,PME,70,credential_theft,minor,33,22,13.8,15964
inc-000767,ORG-0626,2023-11-26,Énergie,ETI,1737,credential_theft,minor,38,77,10.1,48430
inc-000768,ORG-0627,2025-08-17,Santé,PME,172,phishing,minor,49,3,,5813
inc-000769,ORG-0628,2022-07-19,Énergie,PME,144,phishing,minor,51,38,6.5,42316
inc-000770,ORG-0629,2022-04-21,Tech/SaaS,ETI,1286,phishing,moderate,40,362,5.0,274673
inc-000771,ORG-0630,2022-03-28,Tech/SaaS,PME,207,misconfiguration,moderate,43,49,7.1,63457
inc-000772,ORG-0631,2022-04-04,Énergie,ETI,575,phishing,moderate,48,51,0.8,58386
inc-000773,ORG-0258,2023-05-29,Public,ETI,328,phishing,minor,66,7,4.5,7978
inc-000774,ORG-0632,2022-04-11,Santé,PME,18,ransomware,moderate,50,48,24.9,137172
inc-000775,ORG-0633,2025-09-11,Santé,PME,13,phishing,minor,34,10,1.7,10075
inc-000776,ORG-0634,2022-12-23,Santé,PME,17,ddos,minor,44,0,25.2,5953
inc-000777,ORG-0635,2022-06-01,Énergie,ETI,1374,insider_error,moderate,66,109,3.5,102969
inc-000778,ORG-0636,2024-09-20,Santé,PME,18,insider_error,minor,55,23,2.6,17457
inc-000779,ORG-0637,2025-01-15,Public,PME,25,data_breach,minor,23,100,11.3,24126
inc-000780,ORG-0638,2024-11-26,Finance,ETI,259,credential_theft,minor,67,36,7.0,15705
inc-000781,ORG-0639,2022-01-01,Retail,PME,28,ddos,minor,45,0,14.5,8613
inc-000782,ORG-0640,2025-09-13,Tech/SaaS,PME,23,credential_theft,minor,51,10,,3576
inc-000783,ORG-0641,2023-11-04,Public,PME,117,phishing,minor,56,19,3.3,36323
inc-000784,ORG-0642,2022-07-05,Santé,PME,11,credential_theft,minor,32,6,2.8,3893
inc-000785,ORG-0643,2023-04-15,Santé,PME,195,credential_theft,minor,46,6,2.4,2998
inc-000786,ORG-0644,2025-07-04,Santé,PME,100,credential_theft,severe,30,2291,7.5,2573594
inc-000787,ORG-0645,2024-05-20,Finance,GE,42479,ddos,moderate,63,0,9.3,165950
inc-000788,ORG-0646,2023-06-17,Industrie,ETI,256,data_breach,severe,50,5938,3.4,1868879
inc-000789,ORG-0400,2022-05-28,Énergie,PME,158,credential_theft,minor,41,28,12.8,11643
inc-000790,ORG-0647,2024-10-28,Retail,PME,153,phishing,minor,52,11,1.3,14644
inc-000791,ORG-0648,2025-12-29,Tech/SaaS,ETI,1651,phishing,moderate,56,63,3.0,67751
inc-000792,ORG-0649,2024-09-15,Santé,PME,247,phishing,minor,45,6,3.8,12690
inc-000793,ORG-0650,2022-11-13,Public,ETI,951,ransomware,minor,44,7,51.0,13581
inc-000794,ORG-0651,2023-07-11,Finance,ETI,302,misconfiguration,minor,60,19,8.5,24247
inc-000795,ORG-0652,2024-10-23,Finance,PME,28,phishing,minor,49,5,3.7,6652
inc-000796,ORG-0653,2025-10-09,Finance,ETI,2512,phishing,moderate,61,63,3.2,87784
inc-000797,ORG-0654,2025-04-08,Finance,ETI,2594,insider_error,moderate,59,83,1.0,75556
inc-000798,ORG-0655,2022-04-08,Retail,PME,126,credential_theft,minor,29,26,5.7,12849
inc-000799,ORG-0656,2022-04-04,Santé,ETI,2150,phishing,minor,63,16,4.0,29896
inc-000800,ORG-0281,2024-05-24,Retail,ETI,360,ransomware,minor,59,2,21.1,4557
inc-000801,ORG-0657,2023-01-15,Santé,GE,51265,insider_error,moderate,68,80,3.7,54933
inc-000802,ORG-0658,2022-07-02,Public,PME,60,credential_theft,minor,28,27,10.8,16000
inc-000803,ORG-0659,2023-04-11,Énergie,ETI,1431,phishing,moderate,52,48,3.7,55828
inc-000804,ORG-0660,2023-07-30,Retail,PME,41,misconfiguration,minor,45,3,27.7,4941
inc-000805,ORG-0661,2025-04-03,Industrie,PME,232,misconfiguration,severe,45,555,5.9,1580352
inc-000806,ORG-0662,2022-05-29,Tech/SaaS,PME,36,credential_theft,moderate,36,84,8.9,92061
inc-000807,ORG-0663,2025-09-19,Retail,PME,86,supply_chain,minor,51,6,56.2,3347
inc-000808,ORG-0664,2022-02-08,Finance,ETI,728,misconfiguration,minor,66,17,7.2,22692
inc-000809,ORG-0665,2022-04-28,Public,ETI,2075,phishing,moderate,34,64,9.2,50729
inc-000810,ORG-0666,2023-12-01,Santé,PME,70,phishing,minor,43,9,3.9,23883
inc-000811,ORG-0667,2024-06-06,Public,ETI,1086,ransomware,minor,38,16,,49323
inc-000812,ORG-0409,2022-05-02,Industrie,ETI,4195,ransomware,severe,68,1063,33.0,2075260
inc-000813,ORG-0668,2023-12-21,Industrie,PME,184,misconfiguration,minor,48,2,11.4,6119
inc-000814,ORG-0669,2025-10-06,Retail,PME,54,data_breach,moderate,43,522,6.8,149322
inc-000815,ORG-0670,2025-05-21,Retail,PME,30,phishing,minor,36,2,5.6,7238
inc-000816,ORG-0671,2024-02-19,Public,PME,243,phishing,minor,47,5,3.5,4287
inc-000817,ORG-0672,2022-04-14,Tech/SaaS,PME,38,misconfiguration,minor,39,21,6.4,21556
inc-000818,ORG-0673,2023-04-14,Tech/SaaS,ETI,1910,ransomware,major,53,129,19.1,668798
inc-000819,ORG-0674,2022-06-20,Retail,PME,57,misconfiguration,minor,36,15,4.8,29643
inc-000820,ORG-0507,2022-01-23,Énergie,PME,147,phishing,minor,40,11,6.5,19541
inc-000821,ORG-0539,2022-03-29,Finance,ETI,292,data_breach,catastrophic,51,14718,3.9,3439063
inc-000822,ORG-0675,2022-09-27,Retail,GE,75152,supply_chain,severe,53,3139,20.6,1570987
inc-000823,ORG-0676,2023-11-20,Énergie,PME,161,supply_chain,severe,43,3116,30.6,1410894
inc-000824,ORG-0677,2022-10-20,Retail,ETI,567,phishing,moderate,51,164,1.8,155572
inc-000825,ORG-0678,2023-06-28,Santé,PME,106,data_breach,minor,47,46,,7823
inc-000826,ORG-0679,2025-02-27,Tech/SaaS,PME,134,phishing,moderate,33,43,3.1,51222
inc-000827,ORG-0680,2023-08-23,Retail,ETI,2563,data_breach,moderate,39,402,3.0,54546
inc-000828,ORG-0483,2025-11-01,Santé,ETI,1209,data_breach,moderate,53,661,9.9,135250
inc-000829,ORG-0681,2024-07-23,Retail,ETI,390,ddos,minor,62,0,16.3,18777
inc-000830,ORG-0682,2024-07-01,Retail,PME,26,ransomware,minor,31,,35.0,15501
inc-000831,ORG-0683,2023-12-08,Retail,PME,227,ddos,minor,29,0,7.2,38698
inc-000832,ORG-0684,2025-01-18,Tech/SaaS,PME,11,ddos,minor,53,0,5.3,14275
